imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
2765,1996,110,tt0113443,"Nick ""Eric Roberts"", is nearing the end of a 3-year battle with AIDS and makes arrangements to die. He hosts a party to say goodbye to friends and family. His ex-partner, Brandon ""Gregory Harrison"", attends and things get complicated.",['English'],1996-03-22,It's My Party,7.2,['USA']
8544,1995,107,tt0114048,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.","['English', 'Vietnamese']",1995-07-28,Operation Dumbo Drop,5.1,['USA']
6983,1996,105,tt0117104,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",['English'],1996-04-19,Mrs. Winterbourne,6.2,['USA']
4089,1996,94,tt0117688,Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain ...,"['English', 'Spanish']",1996-08-23,Solo,4.1,"['Mexico', 'USA']"
12659,1996,114,tt0117774,Mercenary Shale's team is retired after a (not so) covert mission in Cuba. He becomes substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,['English'],1996-04-19,The Substitute,6.0,['USA']
2403,1995,94,tt0114736,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation.",['English'],1996-07-25,True Crime,5.4,['USA']
10587,1996,99,tt0116289,An ex-convict and his bumbling crook brother fight for the same woman.,['English'],1996-09-13,Feeling Minnesota,5.4,['USA']
1949,1995,102,tt0109593,"A struggling American writer (England) and a fellow American expatriate (Mandylor) begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",['English'],1995-10-13,Delta of Venus,4.7,['USA']
6366,1995,90,tt0112368,"A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",['English'],1995-09-15,Angus,6.7,"['UK', 'France', 'Germany', 'USA']"
3433,1996,86,tt0115742,"Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For ...","['English', 'Spanish']",1996-05-10,Boys,5.0,['USA']
24588,1996,95,tt0117420,"A group of gentlemen of fortune visits a legendary ""Lost City"", located in Tibet. They plan to steal a priceless statue ""Golden Dragon"" during the martial arts tournament.",['English'],1996-04-26,The Quest,5.6,"['Canada', 'USA']"
1554,1996,99,tt0117784,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",['English'],1996-04-26,Sunset Park,6.1,['USA']
16146,1996,107,tt0117107,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",['English'],1996-04-26,Mulholland Falls,6.3,['USA']
25111,1996,97,tt0117979,A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,['English'],1996-04-26,The Truth About Cats & Dogs,6.2,['USA']
44712,1988,74,tt0095776,A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,['English'],1988-11-18,Oliver & Company,6.7,['USA']
9592,1996,91,tt0115851,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,['English'],1996-04-19,Celtic Pride,5.3,['USA']
10338,1996,95,tt0116322,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,['English'],1996-05-17,Flipper,5.3,['USA']
91360,1995,121,tt0112817,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.","['English', 'Cree']",1996-05-10,Dead Man,7.6,"['USA', 'Germany', 'Japan']"
5693,1995,118,tt0113362,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.","['French', 'Italian']",1995-10-06,The Horseman on the Roof,7.1,['France']
32654,1993,107,tt0108500,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.","['French', 'German', 'English']",1996-07-12,Les visiteurs,7.1,['France']
30054,1996,117,tt0117108,A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.,['English'],1996-07-17,Multiplicity,6.1,['USA']
3828,1996,75,tt0118114,A collection of some of the most popular work featuring Wallace and Gromit.,['English'],1996-06-14,Wallace & Gromit: The Best of Aardman Animation,8.6,['UK']
421,1995,89,tt0113270,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,['English'],1996-05-01,The Haunted World of Edward D. Wood Jr.,7.3,['USA']
80776,1996,101,tt0115963,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.","['English', 'French']",1996-05-03,The Craft,6.4,['USA']
8451,1996,91,tt0116448,"The boxing champ's promoter thinks, change is needed. He finds the one man, who's beaten his black champ (at 17), a white man now in a rock band. Like Rocky, he trains heavily whereas the champ slacks.",['English'],1996-05-03,The Great White Hype,5.5,['USA']
3965,1996,103,tt0116827,A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.,['English'],1996-05-03,Last Dance,5.7,['USA']
6598,1995,105,tt0112701,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",['English'],1996-05-10,Cold Comfort Farm,7.2,['UK']
5082,1996,132,tt0116508,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",['English'],1996-05-17,Heaven's Prisoners,5.8,"['USA', 'UK']"
316743,1996,136,tt0117500,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",['English'],1996-06-07,The Rock,7.4,['USA']
20117,1994,105,tt0109592,A cemetery man must kill the dead a second time when they become zombies.,['Italian'],1996-04-26,Cemetery Man,7.2,"['Italy', 'France', 'Germany']"
179122,1996,113,tt0117998,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",['English'],1996-05-10,Twister,6.4,['USA']
25429,1996,98,tt0115624,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.","['English', 'French', 'German']",1996-05-03,Barb Wire,3.3,['USA']
131287,1995,83,tt0113568,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,['Japanese'],1996-03-29,Ghost in the Shell,8.0,"['Japan', 'UK']"
28581,1996,93,tt0117894,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,['English'],1996-10-25,Thinner,5.8,['USA']
36328,1996,81,tt0117723,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot K.G.B. Agent Veronique Ukrinsky to find Rancor and save the world.","['English', 'French', 'Spanish']",1996-05-24,Spy Hard,5.4,['USA']
39284,1995,30,tt0112691,Wallace's whirlwind romance with the owner of the local wool shop puts his head in a spin; Gromit is framed for sheep-rustling in a fiendish criminal plot.,['English'],1995-12-29,A Close Shave,8.1,"['UK', 'USA', 'Ireland']"
6459,1996,94,tt0117768,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.","['English', 'French']",1996-08-30,The Stupids,4.3,"['UK', 'USA']"
33233,1996,115,tt0115571,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.","['English', 'Spanish']",1996-05-31,The Arrival,6.2,"['USA', 'Mexico']"
455511,1964,95,tt0057012,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,"['English', 'Russian']",1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,"['UK', 'USA']"
13685,1994,100,tt0109688,A broken-hearted hit man moves to the desert where he finds skilled swordsmen to carry out his contract killings.,"['Mandarin', 'Cantonese']",1994-09-17,Ashes of Time,7.1,"['Hong Kong', 'Taiwan']"
449,1994,105,tt0110480,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,['English'],1995-11-10,Maya Lin: A Strong Clear Vision,7.3,['USA']
31273,1993,134,tt0108211,"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.","['German', 'Russian']",1993-01-21,Stalingrad,7.5,['Germany']
32559,1996,100,tt0117331,"The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.",['English'],1996-06-07,The Phantom,5.0,"['Australia', 'USA']"
43432,1996,115,tt0117765,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,['English'],1996-06-28,Striptease,4.5,['USA']
4429,1995,105,tt0113280,"The life of an overweight, unhappy cook is changed after a kind, beautiful college drop-out comes to work as a waitress at his and his mother's road-side restaurant.",['English'],1996-06-05,Heavy,6.8,['USA']
56499,1996,113,tt0116669,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.","['English', 'Spanish']",1996-08-09,Jack,5.8,['USA']
6392,1996,103,tt0116594,"This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie shot him.",['English'],1996-05-01,I Shot Andy Warhol,6.6,"['UK', 'USA']"
2739,1973,85,tt0070820,"Mory, a cowherd, and Anta, a university student, try to make money in order to go to Paris and leave their boring past behind.","['Wolof', 'Arabic', 'French']",1976-10-21,Journey of the Hyena,7.1,['Senegal']
5812,1968,121,tt0063715,"Anthology film from three European directors based on stories by Edgar Allan Poe: a cruel princess haunted by a ghostly horse, a sadistic young man haunted by his double, and an alcoholic actor haunted by the Devil.","['French', 'Italian', 'English']",1969-07-23,Spirits of the Dead,6.5,"['France', 'Italy']"
